Expedient,date,denomination,class-id,image,url                                                                                                                                                                                                                
2091501,22/08/2018,SHELLY BELA S B,43,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI1MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091501                                                                     
2091502,22/08/2018,HOLLAND ANIMAL HEALTH,3,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI1Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091502                                                                
2091503,22/08/2018,MAXIMO STYLE,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI1Mw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091503                                                                        
2091504,22/08/2018,HOLLAND ANIMAL HEALTH,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI1NA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091504                                                                
2091505,22/08/2018,LOZ BOULEVARD,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI1NQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091505                                                                       
2091506,22/08/2018,HOLLAND ANIMAL HEALTH,3,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI1Ng==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091506                                                                
2091507,22/08/2018,LOZ SAMAHARA,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI1Nw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091507                                                                        
2091509,22/08/2018,LOVE D PARIS,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI1OA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091509                                                                        
2091521,22/08/2018,CONADEIP,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI1OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091521                                                                            
2091524,22/08/2018,MAJAICA,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI2MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091524                                                                             
2091525,22/08/2018,EVATECH INCUBADORAS,7,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI2MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091525                                                                  
2091527,22/08/2018,YO ELIJO HIDROSINA,9,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI2Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091527                                                                   
2091528,22/08/2018,YO ELIJO HIDROSINA,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI2Mw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091528                                                                  
2091529,22/08/2018,,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI2NA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091529                                                                                    
2091530,22/08/2018,UDITEX UNIFORMES.,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI2NQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091530                                                                   
2091531,22/08/2018,HIDROSINA ORGULLOSAMENTE HECHO EN MEXICO,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI2Ng==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091531                                            
2091532,22/08/2018,AGÜITA DE LIMÓN,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI2Nw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091532                                                                     
2091533,22/08/2018,BORDATEX BORDADOS Y ACABADOS,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI2OA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091533                                                        
2091534,22/08/2018,QUICK BROWN FOX,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI2OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091534                                                                     
2091535,22/08/2018,ACEITERA MEVI MEXICO,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI3MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091535                                                                
2091536,22/08/2018,STORITELLINK,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI3MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091536                                                                        
2091538,22/08/2018,MCM,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI3Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091538                                                                                 
2091540,22/08/2018,DALÍ DALI CASUAL,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI3Mw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091540                                                                    
2091541,22/08/2018,TUTOGA,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI3NA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091541                                                                              
2091542,22/08/2018,MEAT DISCOVERY,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI3NQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091542                                                                      
2091543,22/08/2018,STROKKUR,37,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI3Ng==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091543                                                                            
2091544,22/08/2018,THE OCTAGON OF PEACE,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI3Nw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091544                                                                
2091547,22/08/2018,EXPOFICIOS,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI3OA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091547                                                                          
2091548,22/08/2018,JELPMI,37,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI3OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091548                                                                              
2091551,22/08/2018,DEMARE TRAVEL,39,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI4MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091551                                                                       
2091555,22/08/2018,GUAURDOG,9,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI4MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091555                                                                             
2091556,22/08/2018,GUAURDOG,43,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI4Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091556                                                                            
2091559,22/08/2018,AGI MOLDES,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI4Mw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091559                                                                          
2091560,22/08/2018,AGI MOLDES,40,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI4NA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091560                                                                          
2091561,22/08/2018,SHY TEXTS,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI4NQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091561                                                                           
2091563,22/08/2018,AGI MOLDES,6,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI4Ng==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091563                                                                           
2091564,22/08/2018,AGI MOLDES,7,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI4Nw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091564                                                                           
2091565,22/08/2018,AGI MOLDES,37,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI4OA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091565                                                                          
2091567,22/08/2018,CURIE LABORATORIO DE ANALISIS CLINICOS Y MICROBIOLOGICOS,44,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI4OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091567                            
2091568,22/08/2018,AGI MOLDES,38,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI5MA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091568                                                                          
2091569,22/08/2018,GAMA,11,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI5MQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091569                                                                                
2091572,22/08/2018,SUPERCAL GLORIA,19,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI5Mg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091572                                                                     
2091574,22/08/2018,ACLIM 40,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI5Mw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091574                                                                             
2091576,22/08/2018,STUDICO,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI5NA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091576                                                                             
2091577,22/08/2018,PHARMATON,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI5NQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091577                                                                            
2091578,22/08/2018,EMILE ACUARELA RESIDENCIAL,36,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI5Ng==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091578                                                          
2091579,22/08/2018,COPPER VET,0,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI5Nw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091579                                                                           
2091582,22/08/2018,JSI,7,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI5OA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091582                                                                                  
2091584,22/08/2018,ACOTUR,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODI5OQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091584                                                                              
2091586,22/08/2018,TAN BONITA COMO MAMÁ,10,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMwMA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091586                                                                
2091587,22/08/2018,PHARMATON ESSENTIAL MEN+DAILY ENERGY,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMwMQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091587                                                 
2091588,22/08/2018,BYECOL 28,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMwMg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091588                                                                            
2091589,22/08/2018,TAN BONITA COMO MAMÁ,25,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMwMw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091589                                                                
2091596,22/08/2018,,39,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMwNA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091596                                                                                    
2091597,22/08/2018,BICY-COFEE,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMwNQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091597                                                                          
2091599,22/08/2018,,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMwNg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091599                                                                                    
2091600,22/08/2018,,18,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMwNw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091600                                                                                    
2091601,22/08/2018,NOPREM 28,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMwOA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091601                                                                            
2091603,22/08/2018,RENEWILÁSER,44,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMwOQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091603                                                                         
2091604,22/08/2018,BOXES,45,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMxMA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091604                                                                               
2091605,22/08/2018,,21,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMxMQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091605                                                                                    
2091607,22/08/2018,RAPUNZEL ZATARAIN,3,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMxMg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091607                                                                    
2091608,22/08/2018,EL BAÚL DE JAVE,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMxMw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091608                                                                     
2091609,22/08/2018,,16,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMxNA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091609                                                                                    
2091610,22/08/2018,FRUDDIS,29,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMxNQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091610                                                                             
2091611,22/08/2018,AUTOS SALTILLO APP,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMxNg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091611                                                                  
2091612,22/08/2018,AGROCLEAN,5,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMxNw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091612                                                                            
2091613,22/08/2018,,9,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMxOA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091613                                                                                     
2091614,22/08/2018,VERAPULP EXPLOSIÓN FRUTAL,29,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMxOQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091614                                                           
2091615,22/08/2018,EL RINCÓN DEL CHAMÁN,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMyMA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091615                                                                
2091616,22/08/2018,MITY FRESH,29,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMyMQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091616                                                                          
2091619,22/08/2018,NUTRICOMPLEX HLA,1,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMyMg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091619                                                                     
2091625,22/08/2018,,21,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMyMw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091625                                                                                    
2091626,22/08/2018,,16,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMyNA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091626                                                                                    
2091627,22/08/2018,,9,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMyNQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091627                                                                                     
2091628,22/08/2018,CABO FROZEN,30,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMyNg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091628                                                                         
2091629,22/08/2018,TU AUDIO PRODUCCIONES S.A. DE C.V.,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMyNw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091629                                                  
2091631,22/08/2018,,12,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMyOA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091631                                                                                    
2091632,22/08/2018,TODASLASLLANTAS.COM,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMyOQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091632                                                                 
2091633,22/08/2018,GENTOKYO,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMzMA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091633                                                                            
2091634,22/08/2018,CINEMAESTRO,41,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMzMQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091634                                                                         
2091635,22/08/2018,GRUPO FEDORA,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMzMg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091635                                                                        
2091636,22/08/2018,GO-FUEL,35,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMzMw==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091636                                                                             
2091637,22/08/2018,MALIK,43,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMzNA==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091637                                                                               
2091638,22/08/2018,FLAMINGO ICE CREAM STUDIO,30,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMzNQ==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091638                                                           
2091639,22/08/2018,FLAMINGO ICE CREAM STUDIO,30,http://siga.impi.gob.mx/ImagenFichaServlet?param=Nzk1ODMzNg==,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091639                                                           
2091197,22/08/2018,MIL COSTUMBRES,30,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091197                                                                                                                                   
2091201,22/08/2018,AHORITA,33,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091201                                                                                                                                          
2091215,22/08/2018,DONCHA,30,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091215                                                                                                                                           
2091221,22/08/2018,SIETE LEGUAS SIETE DECADAS,33,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091221                                                                                                                       
2091222,22/08/2018,CATADOR ALTEÑO,33,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091222                                                                                                                                   
2091224,22/08/2018,AJO CART,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091224                                                                                                                                          
2091225,22/08/2018,MORESTEVIA,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091225                                                                                                                                        
2091226,22/08/2018,AL.BO.SAN,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091226                                                                                                                                         
2091227,22/08/2018,BEACH PATROL,20,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091227                                                                                                                                     
2091228,22/08/2018,R-NAL,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091228                                                                                                                                             
2091229,22/08/2018,AJO CART,30,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091229                                                                                                                                         
2091231,22/08/2018,MORESTEVIA,30,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091231                                                                                                                                       
2091232,22/08/2018,AL.BO.SAN,30,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091232                                                                                                                                        
2091233,22/08/2018,R-NAL,30,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091233                                                                                                                                            
2091238,09/08/2018,OMEGA,29,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091238                                                                                                                                            
2091239,09/08/2018,OMEGA FARM,29,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091239                                                                                                                                       
2091240,09/08/2018,ATENAS,29,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091240                                                                                                                                           
2091248,22/08/2018,BREAKOUT BEASTS,28,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091248                                                                                                                                  
2091249,22/08/2018,CHARGEITSPOT,9,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091249                                                                                                                                      
2091252,09/08/2018,ATORAL,3,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091252                                                                                                                                            
2091269,22/08/2018,CINEMA COIN,36,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091269                                                                                                                                      
2091270,09/08/2018,ORGANICS COIN,36,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091270                                                                                                                                    
2091272,09/08/2018,CITI COIN,36,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091272                                                                                                                                        
2091280,22/08/2018,LA LEYENDA DE ELISEO ROBLES,41,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091280                                                                                                                      
2091284,22/08/2018,DÝNAMI,44,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091284                                                                                                                                           
2091297,22/08/2018,LE BON BISTRO,43,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091297                                                                                                                                    
2091303,22/08/2018,H24 INDOOR DEFENSE,5,,http://vidoc.impi.gob.mx/ViDoc/visor.do?usr=VIDOC&texp=MA&tdoc=E&id=MA/M/1985/2091303                                                                                                                                
